date,store_id,sku_id,units_sold,prediction,stock_on_hand,on_order_units,reorder_point,safety_stock,lead_time_days,unit_price,cost_price,category,subcategory,brand,lead_time_demand,available_inventory,forecast_daily_demand,days_of_supply,stock_after_lead_time,stockout_units,safety_stock_gap,reorder_gap,stockout_risk,target_inventory_30d,excess_inventory_units,overstock_risk,risk_score,risk_level,recommended_action,stockout_value_at_stake,overstock_value_at_stake,value_at_stake,priority,risk_reason,recommended_markdown_units
2025-12-27,ST12,SKU02606,1,1.801466,60.0,0.0,53.0,24.0,7.0,1572.99,909.2,Home & Kitchen,Home Decor,FamilyChoice,1.801466,60.0,1.801466,33.306207277850376,58.198534,0.0,0.0,0.0,False,54.04398,5.956020000000002,True,11.0,OVERSTOCK,MARKDOWN,0.0,5415.213384000002,5415.21,LOW,Inventory exceeds the 30-day demand coverage target,6.0
2025-12-29,ST06,SKU04177,2,2.0866616,66.0,0.0,42.0,12.0,7.0,2641.42,1574.45,Home & Kitchen,Cookware,PrimeCare,2.0866616,66.0,2.0866616,31.629469771236508,63.9133384,0.0,0.0,0.0,False,62.599847999999994,3.4001520000000056,True,5.4,OVERSTOCK,MARKDOWN,0.0,5353.369316400009,5353.37,LOW,Inventory exceeds the 30-day demand coverage target,3.0
2025-12-29,ST15,SKU04227,1,1.8081132,80.0,0.0,28.0,6.0,7.0,283.28,205.61,Dairy & Bakery,Butter & Ghee,ZestyCo,1.8081132,80.0,1.8081132,44.24501740267147,78.1918868,0.0,0.0,0.0,False,54.243396,25.756604000000003,True,47.5,OVERSTOCK,MARKDOWN,0.0,5295.815348440001,5295.82,LOW,Inventory exceeds the 30-day demand coverage target,26.0
2025-12-05,ST12,SKU00784,4,1.8530694,79.0,0.0,76.0,20.0,7.0,397.04,223.33,Health & Wellness,Vitamins & Supplements,HealthFirst,1.8530694,79.0,1.8530694,42.631970502561856,77.1469306,0.0,0.0,0.0,False,55.592082000000005,23.407917999999995,True,42.1,OVERSTOCK,MARKDOWN,0.0,5227.690326939999,5227.69,LOW,Inventory exceeds the 30-day demand coverage target,23.0
2025-12-21,ST06,SKU01284,1,1.855279,81.0,0.0,64.0,28.0,7.0,265.24,204.52,Frozen Foods,Frozen Meat,BasicNeeds,1.855279,81.0,1.855279,43.65920166185248,79.144721,0.0,0.0,0.0,False,55.65837,25.341630000000002,True,45.5,OVERSTOCK,MARKDOWN,0.0,5182.870167600001,5182.87,LOW,Inventory exceeds the 30-day demand coverage target,25.0
2025-12-15,ST11,SKU04126,2,1.9536041,63.0,0.0,26.0,7.0,7.0,1646.95,1154.37,Apparel & Footwear,Kids Wear,CrispKing,1.9536041,63.0,1.9536041,32.248089569427094,61.0463959,0.0,0.0,0.0,False,58.608123,4.391877000000001,True,7.5,OVERSTOCK,MARKDOWN,0.0,5069.85105249,5069.85,LOW,Inventory exceeds the 30-day demand coverage target,4.0
2025-12-14,ST06,SKU04373,2,1.8593495,62.0,0.0,25.0,10.0,7.0,1033.69,790.7,Frozen Foods,Ready Meals,SunriseFoods,1.8593495,62.0,1.8593495,33.34499511791624,60.1406505,0.0,0.0,0.0,False,55.780485,6.219515000000001,True,11.1,OVERSTOCK,MARKDOWN,0.0,4917.770510500001,4917.77,LOW,Inventory exceeds the 30-day demand coverage target,6.0
2025-12-03,ST09,SKU04710,1,1.8513293,60.0,0.0,41.0,18.0,7.0,1632.84,1089.13,Apparel & Footwear,Women's Wear,SmartBuy,1.8513293,60.0,1.8513293,32.4091451477595,58.1486707,0.0,0.0,0.0,False,55.539879,4.460121000000001,True,8.0,OVERSTOCK,MARKDOWN,0.0,4857.651584730002,4857.65,LOW,Inventory exceeds the 30-day demand coverage target,4.0
2025-12-03,ST28,SKU01515,2,1.9580438,75.0,0.0,31.0,14.0,7.0,478.96,288.43,Frozen Foods,Ice Cream,BasicNeeds,1.9580438,75.0,1.9580438,38.30353539588849,73.0419562,0.0,0.0,0.0,False,58.741314,16.258685999999997,True,27.7,OVERSTOCK,MARKDOWN,0.0,4689.492802979999,4689.49,LOW,Inventory exceeds the 30-day demand coverage target,16.0
2025-12-04,ST14,SKU03936,1,1.8441408,60.0,0.0,59.0,13.0,7.0,1559.07,981.97,Health & Wellness,OTC Medicine,DailyBest,1.8441408,60.0,1.8441408,32.53547668377599,58.1558592,0.0,0.0,0.0,False,55.324224,4.675775999999999,True,8.5,OVERSTOCK,MARKDOWN,0.0,4591.471758719999,4591.47,LOW,Inventory exceeds the 30-day demand coverage target,5.0
2025-12-09,ST18,SKU03887,2,1.8979886,69.0,0.0,33.0,11.0,7.0,514.28,365.6,Electronics & Accessories,Batteries,MetroBrand,1.8979886,69.0,1.8979886,36.35427525750155,67.1020114,0.0,0.0,0.0,False,56.939657999999994,12.060342000000006,True,21.2,OVERSTOCK,MARKDOWN,0.0,4409.261035200002,4409.26,LOW,Inventory exceeds the 30-day demand coverage target,12.0
2025-12-26,ST14,SKU04642,1,1.8839784,74.0,0.0,66.0,28.0,7.0,330.34,251.5,Stationery & Office,Writing Instruments,FamilyChoice,1.8839784,74.0,1.8839784,39.27858196251083,72.1160216,0.0,0.0,0.0,False,56.519352,17.480648000000002,True,30.9,OVERSTOCK,MARKDOWN,0.0,4396.382972,4396.38,LOW,Inventory exceeds the 30-day demand coverage target,17.0
2025-12-04,ST16,SKU02169,2,1.8200346,60.0,0.0,36.0,17.0,7.0,1126.93,808.64,Home & Kitchen,Storage & Containers,ZestyCo,1.8200346,60.0,1.8200346,32.966406243046144,58.1799654,0.0,0.0,0.0,False,54.601038,5.398961999999997,True,9.9,OVERSTOCK,MARKDOWN,0.0,4365.816631679998,4365.82,LOW,Inventory exceeds the 30-day demand coverage target,5.0
2025-12-31,ST23,SKU03942,2,1.7533717,78.0,0.0,66.0,16.0,7.0,240.46,170.79,Grocery,Pulses & Lentils,NatureBlend,1.7533717,78.0,1.7533717,44.48571857296431,76.2466283,0.0,0.0,0.0,False,52.601151,25.398849,True,48.3,OVERSTOCK,MARKDOWN,0.0,4337.86942071,4337.87,LOW,Inventory exceeds the 30-day demand coverage target,25.0
2025-12-25,ST13,SKU04940,1,2.0051496,69.0,0.0,43.0,18.0,7.0,617.3,481.1,Frozen Foods,Frozen Vegetables,ValueChoice,2.0051496,69.0,2.0051496,34.41139753363041,66.9948504,0.0,0.0,0.0,False,60.15448800000001,8.845511999999992,True,14.7,OVERSTOCK,MARKDOWN,0.0,4255.575823199996,4255.58,LOW,Inventory exceeds the 30-day demand coverage target,9.0
2025-12-06,ST22,SKU04750,1,1.9700156,66.0,0.0,23.0,9.0,7.0,914.6,608.65,Health & Wellness,OTC Medicine,SunriseFoods,1.9700156,66.0,1.9700156,33.50227277388057,64.0299844,0.0,0.0,0.0,False,59.100468,6.899532000000001,True,11.7,OVERSTOCK,MARKDOWN,0.0,4199.4001518000005,4199.4,LOW,Inventory exceeds the 30-day demand coverage target,7.0
2025-12-30,ST19,SKU01227,2,2.0772057,76.0,0.0,54.0,11.0,7.0,401.78,305.31,Stationery & Office,Notebooks,NatureBlend,2.0772057,76.0,2.0772057,36.58761383140823,73.9227943,0.0,0.0,0.0,False,62.316171,13.683829000000003,True,22.0,OVERSTOCK,MARKDOWN,0.0,4177.809831990001,4177.81,LOW,Inventory exceeds the 30-day demand coverage target,14.0
2025-12-10,ST29,SKU04442,2,1.8814546,78.0,0.0,26.0,6.0,7.0,270.65,192.27,Grocery,Pulses & Lentils,CityFresh,1.8814546,78.0,1.8814546,41.45728523026811,76.1185454,0.0,0.0,0.0,False,56.443638,21.556362,True,38.2,OVERSTOCK,MARKDOWN,0.0,4144.64172174,4144.64,LOW,Inventory exceeds the 30-day demand coverage target,22.0
2025-12-15,ST30,SKU04240,3,1.9325552,66.0,0.0,42.0,10.0,7.0,701.01,513.08,Health & Wellness,First Aid,HealthFirst,1.9325552,66.0,1.9325552,34.15167649545017,64.0674448,0.0,0.0,0.0,False,57.976656,8.023344000000002,True,13.8,OVERSTOCK,MARKDOWN,0.0,4116.617339520001,4116.62,LOW,Inventory exceeds the 30-day demand coverage target,8.0
2025-12-08,ST20,SKU03277,1,1.8054237,77.0,0.0,21.0,7.0,7.0,224.28,177.38,Home Care,Dishwashing,DailyBest,1.8054237,77.0,1.8054237,42.64926842380545,75.1945763,0.0,0.0,0.0,False,54.162711,22.837289,True,42.2,OVERSTOCK,MARKDOWN,0.0,4050.8783228199995,4050.88,LOW,Inventory exceeds the 30-day demand coverage target,23.0
2025-12-18,ST23,SKU00218,4,1.8469658,77.0,0.0,29.0,7.0,7.0,229.94,178.86,Dairy & Bakery,Bread,PureLife,1.8469658,77.0,1.8469658,41.68999772491727,75.1530342,0.0,0.0,0.0,False,55.408974,21.591026,True,39.0,OVERSTOCK,MARKDOWN,0.0,3861.77091036,3861.77,LOW,Inventory exceeds the 30-day demand coverage target,22.0
2025-12-22,ST30,SKU01031,2,1.8944801,66.0,0.0,59.0,18.0,7.0,668.1,419.47,Health & Wellness,First Aid,PrimeCare,1.8944801,66.0,1.8944801,34.83805398642087,64.1055199,0.0,0.0,0.0,False,56.834403,9.165596999999998,True,16.1,OVERSTOCK,MARKDOWN,0.0,3844.6929735899994,3844.69,LOW,Inventory exceeds the 30-day demand coverage target,9.0
2025-12-10,ST16,SKU01116,1,1.8409826,71.0,0.0,49.0,15.0,7.0,297.88,229.74,Grocery,Rice & Grains,PrimeCare,1.8409826,71.0,1.8409826,38.566361246434376,69.1590174,0.0,0.0,0.0,False,55.229478,15.770522,True,28.6,OVERSTOCK,MARKDOWN,0.0,3623.11972428,3623.12,LOW,Inventory exceeds the 30-day demand coverage target,16.0
2025-12-16,ST12,SKU04157,2,1.8741336,58.0,0.0,57.0,14.0,7.0,2678.35,2028.35,Electronics & Accessories,Small Appliances,PremiumSelect,1.8741336,58.0,1.8741336,30.947633615874558,56.1258664,0.0,0.0,0.0,False,56.224008,1.7759920000000022,True,3.2,OVERSTOCK,MARKDOWN,0.0,3602.333373200004,3602.33,LOW,Inventory exceeds the 30-day demand coverage target,2.0
2025-12-05,ST18,SKU04333,2,1.7383757,60.0,0.0,24.0,5.0,7.0,777.72,446.08,Home & Kitchen,Cookware,GreenValley,1.7383757,60.0,1.7383757,34.51497855152945,58.2616243,0.0,0.0,0.0,False,52.151271,7.848728999999999,True,15.0,OVERSTOCK,MARKDOWN,0.0,3501.1610323199993,3501.16,LOW,Inventory exceeds the 30-day demand coverage target,8.0
2025-12-21,ST06,SKU03302,1,1.9939024,74.0,0.0,50.0,25.0,7.0,426.07,246.72,Grocery,Sugar & Salt,SoftTouch,1.9939024,74.0,1.9939024,37.11315057346839,72.0060976,0.0,0.0,0.0,False,59.817072,14.182927999999997,True,23.7,OVERSTOCK,MARKDOWN,0.0,3499.211996159999,3499.21,LOW,Inventory exceeds the 30-day demand coverage target,14.0
2025-12-21,ST07,SKU03746,1,2.0311787,89.0,0.0,84.0,26.0,7.0,223.44,123.13,Stationery & Office,Writing Instruments,SparkleClean,2.0311787,89.0,2.0311787,43.81692265678052,86.9688213,0.0,0.0,0.0,False,60.935361,28.064639,True,46.1,OVERSTOCK,MARKDOWN,0.0,3455.59900007,3455.6,LOW,Inventory exceeds the 30-day demand coverage target,28.0
2025-12-07,ST11,SKU01281,4,1.8748283,84.0,0.0,61.0,19.0,7.0,181.51,123.56,Home Care,Pest Control,PrimeCare,1.8748283,84.0,1.8748283,44.804102861046,82.1251717,0.0,0.0,0.0,False,56.244848999999995,27.755151000000005,True,49.3,OVERSTOCK,MARKDOWN,0.0,3429.4264575600005,3429.43,LOW,Inventory exceeds the 30-day demand coverage target,28.0
2025-12-13,ST27,SKU01679,1,1.869052,59.0,0.0,45.0,16.0,7.0,1739.03,1157.07,Health & Wellness,First Aid,NutriPlus,1.869052,59.0,1.869052,31.566804989909325,57.130948000000004,0.0,0.0,0.0,False,56.07156,2.928440000000002,True,5.2,OVERSTOCK,MARKDOWN,0.0,3388.410070800002,3388.41,LOW,Inventory exceeds the 30-day demand coverage target,3.0
2025-12-26,ST08,SKU03852,1,1.8743196,64.0,0.0,45.0,11.0,7.0,568.41,412.22,Home & Kitchen,Cookware,TrueTaste,1.8743196,64.0,1.8743196,34.14572413370697,62.1256804,0.0,0.0,0.0,False,56.229588,7.770412,True,13.8,OVERSTOCK,MARKDOWN,0.0,3203.1192346400003,3203.12,LOW,Inventory exceeds the 30-day demand coverage target,8.0
2025-12-25,ST18,SKU04616,1,1.8735046,80.0,0.0,63.0,16.0,7.0,223.77,130.14,Beverages,Tea,NatureBlend,1.8735046,80.0,1.8735046,42.70072248554928,78.1264954,0.0,0.0,0.0,False,56.205138,23.794862000000002,True,42.3,OVERSTOCK,MARKDOWN,0.0,3096.66334068,3096.66,LOW,Inventory exceeds the 30-day demand coverage target,24.0
2025-12-17,ST25,SKU02674,5,1.9222529,74.0,0.0,49.0,20.0,7.0,247.36,189.24,Stationery & Office,Writing Instruments,TrueTaste,1.9222529,74.0,1.9222529,38.49649544032422,72.0777471,0.0,0.0,0.0,False,57.667587,16.332413000000003,True,28.3,OVERSTOCK,MARKDOWN,0.0,3090.7458361200006,3090.75,LOW,Inventory exceeds the 30-day demand coverage target,16.0
2025-12-26,ST08,SKU00325,1,1.9125744,65.0,0.0,44.0,21.0,7.0,631.5,405.33,Health & Wellness,Vitamins & Supplements,SoftTouch,1.9125744,65.0,1.9125744,33.9856059978634,63.0874256,0.0,0.0,0.0,False,57.377232,7.622768000000001,True,13.3,OVERSTOCK,MARKDOWN,0.0,3089.73655344,3089.74,LOW,Inventory exceeds the 30-day demand coverage target,8.0
2025-12-18,ST01,SKU04706,2,1.7079366,60.0,0.0,20.0,9.0,7.0,625.94,351.4,Electronics & Accessories,Batteries,UrbanBite,1.7079366,60.0,1.7079366,35.13010963053312,58.2920634,0.0,0.0,0.0,False,51.238098,8.761902,True,17.1,OVERSTOCK,MARKDOWN,0.0,3078.9323627999997,3078.93,LOW,Inventory exceeds the 30-day demand coverage target,9.0
2025-12-09,ST17,SKU02330,2,1.9005191,78.0,0.0,35.0,15.0,7.0,221.38,144.44,Beverages,Bottled Water,ValueChoice,1.9005191,78.0,1.9005191,41.04141863136235,76.0994809,0.0,0.0,0.0,False,57.015572999999996,20.984427000000004,True,36.8,OVERSTOCK,MARKDOWN,0.0,3030.9906358800004,3030.99,LOW,Inventory exceeds the 30-day demand coverage target,21.0
2025-12-30,ST27,SKU02764,3,1.7567867,75.0,0.0,61.0,25.0,7.0,177.05,135.63,Snacks & Confectionery,Candy,SunriseFoods,1.7567867,75.0,1.7567867,42.69158003074591,73.2432133,0.0,0.0,0.0,False,52.703601,22.296399,True,42.3,OVERSTOCK,MARKDOWN,0.0,3024.06059637,3024.06,LOW,Inventory exceeds the 30-day demand coverage target,22.0
2025-12-11,ST19,SKU01876,3,1.588627,61.0,0.0,53.0,26.0,7.0,282.4,223.6,Home Care,Pest Control,NovaFresh,1.588627,61.0,1.588627,38.39793733834311,59.411373,0.0,0.0,0.0,False,47.65881,13.341189999999997,True,28.0,OVERSTOCK,MARKDOWN,0.0,2983.0900839999995,2983.09,LOW,Inventory exceeds the 30-day demand coverage target,13.0
2025-12-07,ST03,SKU02438,1,1.9035141,84.0,0.0,39.0,18.0,7.0,181.83,108.5,Dairy & Bakery,Milk,CityFresh,1.9035141,84.0,1.9035141,44.12890873779185,82.0964859,0.0,0.0,0.0,False,57.105423,26.894576999999998,True,47.1,OVERSTOCK,MARKDOWN,0.0,2918.0616044999997,2918.06,LOW,Inventory exceeds the 30-day demand coverage target,27.0
2025-12-22,ST18,SKU01714,2,1.8945681,72.0,0.0,48.0,15.0,7.0,336.72,190.75,Personal Care,Oral Care,GoldenHarvest,1.8945681,72.0,1.8945681,38.00338451808621,70.1054319,0.0,0.0,0.0,False,56.837043,15.162956999999999,True,26.7,OVERSTOCK,MARKDOWN,0.0,2892.3340477499996,2892.33,LOW,Inventory exceeds the 30-day demand coverage target,15.0
2025-12-18,ST07,SKU00160,4,1.82909,76.0,0.0,46.0,14.0,7.0,202.06,136.38,Beverages,Bottled Water,PurePlus,1.82909,76.0,1.82909,41.55071647649924,74.17091,0.0,0.0,0.0,False,54.8727,21.127299999999998,True,38.5,OVERSTOCK,MARKDOWN,0.0,2881.3411739999997,2881.34,LOW,Inventory exceeds the 30-day demand coverage target,21.0
2025-12-03,ST28,SKU00376,1,1.9078993,76.0,0.0,28.0,8.0,7.0,207.45,152.54,Dairy & Bakery,Milk,UrbanBite,1.9078993,76.0,1.9078993,39.83438748575462,74.0921007,0.0,0.0,0.0,False,57.236979,18.763021000000002,True,32.8,OVERSTOCK,MARKDOWN,0.0,2862.11122334,2862.11,LOW,Inventory exceeds the 30-day demand coverage target,19.0
2025-12-26,ST16,SKU04995,2,1.9369613,62.0,0.0,27.0,7.0,7.0,1081.35,734.54,Health & Wellness,Vitamins & Supplements,NutriPlus,1.9369613,62.0,1.9369613,32.00889971317444,60.0630387,0.0,0.0,0.0,False,58.108839,3.8911609999999968,True,6.7,OVERSTOCK,MARKDOWN,0.0,2858.2134009399974,2858.21,LOW,Inventory exceeds the 30-day demand coverage target,4.0
2025-12-23,ST28,SKU00553,1,1.716271,75.0,0.0,20.0,8.0,7.0,159.88,119.27,Snacks & Confectionery,Biscuits & Cookies,PrimeCare,1.716271,75.0,1.716271,43.699392461913064,73.283729,0.0,0.0,0.0,False,51.488130000000005,23.511869999999995,True,45.7,OVERSTOCK,MARKDOWN,0.0,2804.260734899999,2804.26,LOW,Inventory exceeds the 30-day demand coverage target,24.0
2025-12-02,ST03,SKU04872,3,1.9600439,83.0,0.0,49.0,14.0,7.0,154.36,115.17,Home Care,Dishwashing,NutriPlus,1.9600439,83.0,1.9600439,42.345990311747606,81.0399561,0.0,0.0,0.0,False,58.801317000000004,24.198682999999996,True,41.2,OVERSTOCK,MARKDOWN,0.0,2786.9623211099997,2786.96,LOW,Inventory exceeds the 30-day demand coverage target,24.0
2025-12-15,ST27,SKU03323,1,1.9529055,60.0,0.0,23.0,8.0,7.0,3001.52,1916.58,Electronics & Accessories,Batteries,UrbanBite,1.9529055,60.0,1.9529055,30.72345282452223,58.0470945,0.0,0.0,0.0,False,58.587165,1.4128350000000012,True,2.4,OVERSTOCK,MARKDOWN,0.0,2707.811304300002,2707.81,LOW,Inventory exceeds the 30-day demand coverage target,1.0
2025-12-12,ST21,SKU02840,4,1.8599104,71.0,0.0,54.0,16.0,7.0,267.04,174.46,Home Care,Dishwashing,PremiumSelect,1.8599104,71.0,1.8599104,38.17388192463465,69.1400896,0.0,0.0,0.0,False,55.797312,15.202688000000002,True,27.2,OVERSTOCK,MARKDOWN,0.0,2652.2609484800005,2652.26,LOW,Inventory exceeds the 30-day demand coverage target,15.0
2025-12-03,ST03,SKU00323,5,4.167331,138.0,0.0,98.0,37.0,7.0,270.82,200.19,Home Care,Air Fresheners,SparkleClean,4.167331,138.0,4.167331,33.11472018901306,133.832669,0.0,0.0,0.0,False,125.01993,12.980069999999998,True,10.4,OVERSTOCK,MARKDOWN,0.0,2598.4802132999994,2598.48,LOW,Inventory exceeds the 30-day demand coverage target,13.0
2025-12-24,ST15,SKU02701,1,1.7734334,74.0,0.0,56.0,18.0,7.0,182.01,120.03,Snacks & Confectionery,Biscuits & Cookies,SmartBuy,1.7734334,74.0,1.7734334,41.726968715036044,72.2265666,0.0,0.0,0.0,False,53.203002,20.796998000000002,True,39.1,OVERSTOCK,MARKDOWN,0.0,2496.2636699400005,2496.26,LOW,Inventory exceeds the 30-day demand coverage target,21.0
2025-12-25,ST10,SKU02399,1,1.8544707,75.0,0.0,36.0,8.0,7.0,178.53,127.28,Home Care,Surface Cleaners,DailyBest,1.8544707,75.0,1.8544707,40.44280667254543,73.1455293,0.0,0.0,0.0,False,55.634121,19.365879,True,34.8,OVERSTOCK,MARKDOWN,0.0,2464.88907912,2464.89,LOW,Inventory exceeds the 30-day demand coverage target,19.0
2025-12-25,ST04,SKU04096,1,2.0965364,88.0,0.0,41.0,12.0,7.0,155.65,96.95,Dairy & Bakery,Bread,NatureBlend,2.0965364,88.0,2.0965364,41.973991007263216,85.9034636,0.0,0.0,0.0,False,62.896092,25.103907999999997,True,39.9,OVERSTOCK,MARKDOWN,0.0,2433.8238806,2433.82,LOW,Inventory exceeds the 30-day demand coverage target,25.0
2025-12-24,ST27,SKU03271,1,1.8019173,60.0,0.0,38.0,16.0,7.0,587.02,407.06,Frozen Foods,Ready Meals,UrbanBite,1.8019173,60.0,1.8019173,33.29786555687101,58.1980827,0.0,0.0,0.0,False,54.057519,5.942481000000001,True,11.0,OVERSTOCK,MARKDOWN,0.0,2418.94631586,2418.95,LOW,Inventory exceeds the 30-day demand coverage target,6.0
2025-12-13,ST30,SKU00896,4,1.9976571,77.0,0.0,40.0,17.0,7.0,194.43,140.2,Beverages,Bottled Water,PrimeCare,1.9976571,77.0,1.9976571,38.54515372032567,75.0023429,0.0,0.0,0.0,False,59.929713,17.070287,True,28.5,OVERSTOCK,MARKDOWN,0.0,2393.2542374,2393.25,LOW,Inventory exceeds the 30-day demand coverage target,17.0
2025-12-25,ST05,SKU02126,1,1.8950024,69.0,0.0,52.0,22.0,7.0,313.98,189.18,Home Care,Dishwashing,HomeStyle,1.8950024,69.0,1.8950024,36.41156338377196,67.1049976,0.0,0.0,0.0,False,56.850072000000004,12.149927999999996,True,21.4,OVERSTOCK,MARKDOWN,0.0,2298.5233790399993,2298.52,LOW,Inventory exceeds the 30-day demand coverage target,12.0
2025-12-31,ST22,SKU02070,1,1.9806565,84.0,0.0,20.0,5.0,7.0,156.71,93.26,Snacks & Confectionery,Biscuits & Cookies,NutriPlus,1.9806565,84.0,1.9806565,42.410180664845214,82.0193435,0.0,0.0,0.0,False,59.419695000000004,24.580304999999996,True,41.4,OVERSTOCK,MARKDOWN,0.0,2292.3592443,2292.36,LOW,Inventory exceeds the 30-day demand coverage target,25.0
2025-12-19,ST20,SKU03840,3,1.8370998,68.0,0.0,42.0,14.0,7.0,255.12,177.23,Home Care,Dishwashing,HealthFirst,1.8370998,68.0,1.8370998,37.0148644074753,66.1629002,0.0,0.0,0.0,False,55.112994,12.887006,True,23.4,OVERSTOCK,MARKDOWN,0.0,2283.9640733799997,2283.96,LOW,Inventory exceeds the 30-day demand coverage target,13.0
2025-12-24,ST28,SKU02029,1,1.8585254,62.0,0.0,29.0,8.0,7.0,463.23,364.99,Health & Wellness,First Aid,PurePlus,1.8585254,62.0,1.8585254,33.35978082408774,60.1414746,0.0,0.0,0.0,False,55.755762,6.244238000000003,True,11.2,OVERSTOCK,MARKDOWN,0.0,2279.084427620001,2279.08,LOW,Inventory exceeds the 30-day demand coverage target,6.0
2025-12-13,ST22,SKU02054,1,2.0386486,80.0,0.0,49.0,18.0,7.0,148.75,116.84,Personal Care,Skin Care,HomeStyle,2.0386486,80.0,2.0386486,39.24168196519989,77.9613514,0.0,0.0,0.0,False,61.159458,18.840542,True,30.8,OVERSTOCK,MARKDOWN,0.0,2201.32892728,2201.33,LOW,Inventory exceeds the 30-day demand coverage target,19.0
2025-12-16,ST07,SKU00958,3,1.8636879,67.0,0.0,20.0,9.0,7.0,313.45,193.2,Home & Kitchen,Home Decor,HomeStyle,1.8636879,67.0,1.8636879,35.95022535693879,65.1363121,0.0,0.0,0.0,False,55.910637,11.089362999999999,True,19.8,OVERSTOCK,MARKDOWN,0.0,2142.4649315999995,2142.46,LOW,Inventory exceeds the 30-day demand coverage target,11.0
2025-12-25,ST12,SKU02229,1,1.8415713,77.0,0.0,61.0,25.0,7.0,131.84,98.09,Stationery & Office,Writing Instruments,HealthFirst,1.8415713,77.0,1.8415713,41.81211990000061,75.1584287,0.0,0.0,0.0,False,55.247139000000004,21.752860999999996,True,39.4,OVERSTOCK,MARKDOWN,0.0,2133.73813549,2133.74,LOW,Inventory exceeds the 30-day demand coverage target,22.0
2025-12-13,ST11,SKU02639,3,1.7770826,74.0,0.0,23.0,9.0,7.0,166.16,99.59,Grocery,Sugar & Salt,SoftTouch,1.7770826,74.0,1.7770826,41.641283303319724,72.2229174,0.0,0.0,0.0,False,53.312478,20.687522,True,38.8,OVERSTOCK,MARKDOWN,0.0,2060.2703159800003,2060.27,LOW,Inventory exceeds the 30-day demand coverage target,21.0
2025-12-09,ST16,SKU02071,1,2.0618634,76.0,0.0,75.0,37.0,7.0,179.94,141.8,Stationery & Office,Writing Instruments,NutriPlus,2.0618634,76.0,2.0618634,36.859861812378064,73.9381366,0.0,0.0,0.0,False,61.855902,14.144098,True,22.9,OVERSTOCK,MARKDOWN,0.0,2005.6330964,2005.63,LOW,Inventory exceeds the 30-day demand coverage target,14.0
2025-12-12,ST03,SKU02637,4,1.876767,84.0,0.0,39.0,17.0,7.0,102.28,70.94,Dairy & Bakery,Eggs,HomeStyle,1.876767,84.0,1.876767,44.757820230215046,82.123233,0.0,0.0,0.0,False,56.30301,27.69699,True,49.2,OVERSTOCK,MARKDOWN,0.0,1964.8244705999998,1964.82,LOW,Inventory exceeds the 30-day demand coverage target,28.0
2025-12-02,ST20,SKU03969,1,2.0491393,92.0,0.0,40.0,15.0,7.0,109.07,64.23,Snacks & Confectionery,Biscuits & Cookies,ZestyCo,2.0491393,92.0,2.0491393,44.896898907751165,89.95086069999999,0.0,0.0,0.0,False,61.47417900000001,30.525820999999993,True,49.7,OVERSTOCK,MARKDOWN,0.0,1960.6734828299998,1960.67,LOW,Inventory exceeds the 30-day demand coverage target,31.0
2025-12-13,ST21,SKU04903,3,1.8817087,69.0,0.0,47.0,18.0,7.0,237.98,156.16,Stationery & Office,Office Supplies,EliteHome,1.8817087,69.0,1.8817087,36.6688000113939,67.1182913,0.0,0.0,0.0,False,56.451260999999995,12.548739000000005,True,22.2,OVERSTOCK,MARKDOWN,0.0,1959.6110822400008,1959.61,LOW,Inventory exceeds the 30-day demand coverage target,13.0
2025-12-22,ST28,SKU04254,2,1.8113283,81.0,0.0,43.0,21.0,7.0,105.82,71.91,Stationery & Office,Writing Instruments,CleanWave,1.8113283,81.0,1.8113283,44.71856371923301,79.1886717,0.0,0.0,0.0,False,54.339849,26.660151,True,49.1,OVERSTOCK,MARKDOWN,0.0,1917.1314584099998,1917.13,LOW,Inventory exceeds the 30-day demand coverage target,27.0
2025-12-22,ST09,SKU04188,3,1.9833614,75.0,0.0,74.0,30.0,7.0,180.9,119.31,Dairy & Bakery,Yogurt,ValueChoice,1.9833614,75.0,1.9833614,37.814590926293114,73.0166386,0.0,0.0,0.0,False,59.500842,15.499158000000001,True,26.0,OVERSTOCK,MARKDOWN,0.0,1849.2045409800003,1849.2,LOW,Inventory exceeds the 30-day demand coverage target,15.0
2025-12-22,ST07,SKU02738,1,1.7969412,65.0,0.0,61.0,17.0,7.0,230.16,166.55,Grocery,Flour & Atta,BasicNeeds,1.7969412,65.0,1.7969412,36.17258038270813,63.2030588,0.0,0.0,0.0,False,53.908236,11.091763999999998,True,20.6,OVERSTOCK,MARKDOWN,0.0,1847.3332941999997,1847.33,LOW,Inventory exceeds the 30-day demand coverage target,11.0
2025-12-19,ST22,SKU00385,3,1.8299965,62.0,0.0,41.0,18.0,7.0,380.41,260.01,Frozen Foods,Frozen Vegetables,FamilyChoice,1.8299965,62.0,1.8299965,33.87984621828512,60.1700035,0.0,0.0,0.0,False,54.899895,7.100104999999999,True,12.9,OVERSTOCK,MARKDOWN,0.0,1846.0983010499997,1846.1,LOW,Inventory exceeds the 30-day demand coverage target,7.0
